;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Bairro;Rota;Setor;Cep Destinatário;
Centro         ;2505;MIGUEL PEREIRA;26900000;
SAPE           ;193;NITEROI;24315600;
ENGENHO NOVO   ;2780;RIO DE JANEIRO 2780;20961148;
CENTRO         ;245;BARRA DO PIRAI;27123020;
PARQUE MATARUNA;192;ARARUAMA;28979723;
PEDREIRA       ;192;IGUABA GRANDE;28962252;
QUINTINO BOCAIU;2780;RIO DE JANEIRO 2780;21311282;
MEIER          ;2780;RIO DE JANEIRO 2780;20780080;
AGOSTINHO PORTO;2703;S.JOAO DE MERITI P.A. REG A;25545310;
FLORESTA       ;238;NOVA IGUACU;26031482;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451264;
VILA VALQUEIRE ;2782;RIO DE JANEIRO REG.D;21330550;
RONCADOR       ;237;QUEIMADOS;26381754;
SARACURUNA     ;2701;DUQUE DE CAXIAS;25211400;
NOSSA SENHORA D;248;"BARRA MANSA - INTERIOR
";27365144;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
VIADUTO        ;192;ARARUAMA;28978505;
BASILEA        ;192;SAQUAREMA;28998250;
TRINDADE       ;195;SAO GONCALO;24456380;
JARDIM MANCHETE;247;ITATIAIA;27580000;
VILA BELA      ;196;CANTAGALO;28500000;
ROTIAMENTO CAST;196;DUAS BARRAS;28650000;
SAO LUIS       ;244;VOLTA REDONDA;27286170;
CENTRO         ;204;NOVA FRIBURGO;28613020;
COSMOS         ;2690;RIO DE JANEIRO-COSMOS/INHOAÍBA;23056050;
ITAUNA         ;195;SAO GONCALO;24476420;
GUADALUPE      ;2694;RIO DE JANEIRO-REG-M;21660150;
GOLFE          ;201;TERESOPOLIS;25966025;
SANTA ISABEL   ;195;SAO GONCALO;24735685;
RASA           ;192;ARMACAO DE BUZIOS;28956870;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23095040;
PONTE DOS LEITE;192;ARARUAMA;28977010;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
ICARAI         ;193;NITEROI;24230210;
NOVO HORIZONTE ;202;MACAE;27935070;
PARQUE NOVO JOC;202;CAMPOS DOS GOYTACAZES - A;28020831;
GOITACAZES     ;202;CAMPOS DOS GOYTACAZES - B;28110000;
SANTO CRISTO   ;183;RIO DE JANEIRO REG. TIJUCA;20220612;
AJUDA DE CIMA  ;202;MACAE;27971220;
FARRULA        ;2703;S.JOAO DE MERITI P.A. REG A;25550720;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20550030;
PEDRO DO RIO   ;200;"PETROPOLIS - INTERIOR
";25750100;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451044;
INHAUMA        ;2781;RIO DE JANEIRO;21061480;
PIABETA INHOMIR;2704;MAGE;25931830;
ENGENHO DO PORT;2701;DUQUE DE CAXIAS;25015100;
CENTRO         ;2703;S.JOAO DE MERITI P.A. REG A;25515220;
VILA ISABEL    ;199;TRES RIOS;25815190;
PARQUE XEREM   ;2701;DUQUE DE CAXIAS REG A;25245580;
BONSUCESSO     ;192;SAQUAREMA;28993450;
MORRO DO COCO  ;191;CAMPOS DOS GOYTACAZES - C;28178000;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21820080;
GUARATIBA      ;2690;RIO DE JANEIRO-GUARATIBA/SEPETIBA;23036470;
CENTRO         ;191;RAPOSO;28300000;
PIRATININGA    ;193;NITEROI;24350047;
VILA INDEPENDEN;248;BARRA MANSA;27347280;
ENGENHO DE DENT;2780;RIO DE JANEIRO 2780;20755310;
SHANGRI LA     ;2702;BELFORD ROXO;26157000;
SENADOR CAMARA ;2694;RIO DE JANEIRO BANGU/REALENGO;21831445;
AROEIRA        ;202;MACAE;27946400;
MIGUEL COUTO   ;238;NOVA IGUACU;26061127;
COTIARA        ;248;BARRA MANSA;27347010;
LAGES          ;240;PARACAMBI;26600000;
BOTAFOGO       ;196;CARMO;28640000;
SOLEDADE       ;196;SUMIDOURO;28637000;
COELHO         ;195;SAO GONCALO;24743020;
VENDA DAS PEDRA;195;ITABORAI;24800000;
OLARIA         ;204;NOVA FRIBURGO;28620033;
PONTA DO AMBROS;192;SAO PEDRO DA ALDEIA;28943377;
TRIBOBO        ;195;SAO GONCALO;24750280;
PARQUE PRIMAVER;246;ITAGUAI;23835007;
TAQUARA        ;243;RIO DE JANEIRO REG.P;22720011;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23068300;
RAMOS          ;2781;RIO DE JANEIRO;21061240;
CENTRO         ;2701;DUQUE DE CAXIAS;25011350;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
JARDIM OLINDA  ;192;CABO FRIO;28911040;
CENTRO         ;192;CABO FRIO;28905000;
SANTO CRISTO   ;183;RIO DE JANEIRO REG. TIJUCA;20220590;
JD PARAISO     ;2703;S.JOAO DE MERITI P.A. REG B;25571140;
TIJUCA         ;183;RIO DE JANEIRO REG. TIJUCA;20510130;
PRACA SECA     ;2782;RIO DE JANEIRO REG.D;21341270;
VILA VALQUEIRE ;2782;RIO DE JANEIRO REG.D;21330658;
JARDIM ROTSEN  ;2701;DUQUE DE CAXIAS REG A;25267160;
CAMPO GRANDE   ;2690;RIO DE JANEIRO-CAMPO GRANDE/SENADOR VASCONCELOS;23095040;
GOVERNADOR PORT;2505;MIGUEL PEREIRA;26900000;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21830034;
GAVEA          ;242;RIO DE JANEIRO REG.C;22451265;
JARDIM IMPERIAL;195;ITABORAI;24800971;
VILA JOSE      ;238;NOVA IGUACU;26012090;
JARDIM MARILEA ;192;RIO DAS OSTRAS;28896028;
PONTAL         ;249;ANGRA DOS REIS;23942375;
VIADUTO        ;192;ARARUAMA;28978515;
LINS DE VASCONC;2780;RIO DE JANEIRO 2780;20710150;
CENTRO         ;202;CARAPEBUS;27998000;
Centenßrio     ;205;NOVA FRIBURGO INT2;28630991;
CENTRO         ;204;NOVA FRIBURGO;28610010;
SENADOR CAMARA ;2694;RIO DE JANEIRO BANGU/REALENGO;21833045;
BOTAFOGO       ;241;RIO DE JANEIRO REG.E;22280110;
VILA ROSARIO   ;2701;DUQUE DE CAXIAS;25041350;
NOVO MEXICO    ;195;SAO GONCALO;24750055;
GRAMA          ;238;NOVA IGUACU;26060710;
MUTUA          ;195;SAO GONCALO;24461350;
BANGU          ;2694;RIO DE JANEIRO BANGU/REALENGO;21825080;
PARQUE PALMEIRA;2076;SUZANO;8630585;
VILA CLEMENTINO;2010;REGIAO 5 SAO PAULO E;4042034;
PARQUE REBOUCAS;2053;REGIAO 10 S.PAULO J (2);5735070;
JARDIM IMPERIAL;2039;REGIAO 13 S.PAULO M;5397230;
JARDIM OLINDA  ;2053;REGIAO 10 S.PAULO J (2);5766340;
VILA SABRINA   ;2088;REGIAO 19 S.PAULO S;2138010;
CANGAIBA       ;2095;REGIAO 18 S.PAULO R;3712006;
JARDIM APUANA  ;2088;REGIAO 19 S.PAULO S;2325530;
CENTRO         ;0;GUAPIACU;15110000;
ALVORADA       ;2216;ARACATUBA;16016080;
POZZOBON       ;0;VOTUPORANGA;15503022;
PEROBAL        ;2094;ITAQUAQUECETUBA;8584584;
PARQUE RESIDENC;2054;REGIAO 9 SAO PAULO I (2) - B;4849100;
VILA VIRGINIA  ;2094;ITAQUAQUECETUBA;8576310;
JARDIM CAMILA  ;2078;MAUA;9361130;
PADROEIRA      ;2022;OSASCO I;6172000;
SERPA          ;2034;CAIEIRAS;7716130;
PERUS          ;2030;REGIAO 23 S.PAULO X;5202260;
PERUS          ;2030;REGIAO 23 S.PAULO X;5202150;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
JARDIM SANTA RO;683;PORTO FERREIRA;13661213;
CJ HB NELSON MA;2291;ASSIS;19813520;
PQ IND AVELINO ;0;RIBEIRAO PRETO;14077310;
CJ HABITACIONAL;0;STA FE DO SUL;15777454;
RES SYLVIO     ;0;NOVAIS;15885153;
JARDIM SAO JOAO;2036;REGIAO 21 S.PAULO U;2995000;
VILA CURUCA    ;2098;REGIAO 22 S.PAULO V;8030410;
JARDIM AMERICA ;2095;REGIAO 18 S.PAULO R;3704020;
JARDIM OLIVEIRA;2091;GUARULHOS B;7152862;
JARDIM BRASIL N;2088;REGIAO 19 S.PAULO S;2367110;
SANTA PAULA;2080;SAO CAETANO DO SUL;9540080;
JARDIM RINCAO  ;2093;ARUJA;7400410;
JARDIM IMPERIAL;262;SAO JOSE DOS CAMPOS;12234080;
GOPOUVA        ;2090;GUARULHOS A;7092050;
JARDIM ANGELICA;2092;GUARULHOS C;7260450;
VILA SAO GERALD;2095;REGIAO 18 S.PAULO R;3607020;
SAO MATEUS     ;2069;REGIAO 16 S.PAULO P;3949300;
PARQUE PANAMERI;2036;REGIAO 21 S.PAULO U;2992200;
MONTANHAO      ;2081;SAO BERNARDO DO CAMP;9784480;
TERCEIRA DIVISA;2054;REGIAO 9 SAO PAULO I (2) - C;4809160;
VILA LAGEADO   ;2039;REGIAO 13 S.PAULO M;5339005;
CENTRO         ;255;SAO JOSE DO BARREIRO;12830000;
BOQUEIRAO      ;266;PRAIA GRANDE;11701370;
JARDIM SANTA MA;261;JACAREI;12328080;
CENTRO         ;2221;FLORIDA PAULISTA;17830000;
JARDIM MARIO PA;0;RIBEIRAO PRETO;14056818;
CENTRAL PARK   ;0;BATATAIS;14307096;
JARDIM CIRANDA ;0;BEBEDOURO;14700545;
ZONA SUL       ;2217;ILHA SOLTEIRA;15385000;
VILA CERQUEIRA ;0;AMERICO BRASILIENSE;14820460;
VILA CARDIM    ;0;SAO LOURENCO TURVO;15997316;
PARQUE PAULISTA;2098;REGIAO 22 S.PAULO V;8090000;
JARDIM NORDESTE;2095;REGIAO 18 S.PAULO R;3688010;
CIDADE SOBERANA;2091;GUARULHOS B;7161290;
SITIO SAO FRANC;2092;GUARULHOS C;7261480;
CASA VERDE ALTA;2023;REGIAO 20 S.PAULO T;2545110;
PARQUE SANTOS D;2091;GUARULHOS B;7152610;
VILA NOSSA SENH;2091;GUARULHOS B;7191110;
VILA GUARACIABA;2095;REGIAO 18 S.PAULO R;3828000;
JARDIM FORTALEZ;2091;GUARULHOS B;7153520;
BOM RETIRO     ;2015;REGIAO 1 SAO PAULO A (2);1126010;
SITIO DO MANDAQ;2023;REGIAO 20 S.PAULO T;2542120;
JARDIM NOVA CID;2092;GUARULHOS C;7252312;
JARDIM MUNIRA  ;2091;GUARULHOS B;7152730;
JARDIM DONA LUI;2092;GUARULHOS C;7270520;
JARDIM VERMELHA;2092;GUARULHOS C;7210360;
PARQUE NOVO SAN;2053;REGIAO 10 S.PAULO J (3);5874180;
JD ADELFIORE   ;2030;REGIAO 23 S.PAULO X;5223050;
JARDIM MORENO  ;2073;REGIAO 22 S.PAULO V;8430863;
JARDIM ARICANDU;2067;REGIAO 15 S.PAULO O;3454050;
VILA PALMARES  ;2077;SANTO ANDRE A;9061690;
CHACARA QUINZE ;2074;FERRAZ VASCONCELLOS;8544250;
JARDIM ROSEMARY;2032;ITAPEVI;6657530;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2813020;
PESTANA        ;2022;OSASCO I;6180100;
CENTRO         ;2013;EMBU GUACU;6900225;
SERRARIA       ;2082;DIADEMA;9981300;
ALTO SAO PEDRO;259;TAUBATE;12082800;
JARDIM FERREIRA;2232;JAÚ;17209650;
VILA SILVARES  ;2217;BIRIGUI;16201028;
JARDIM IRENE   ;2073;REGIAO 22 S.PAULO V;8431800;
JARDIM ARCO IRI;2235;DOIS CORREGOS;17302182;
JARDIM APARECID;2292;MARILIA;17524420;
PARQUE NOVO MUN;2088;REGIAO 19 S.PAULO S;2190120;
SANTO AMARO    ;2055;REGIAO 9 SAO PAULO I;4662001;
CAMPOS ELISEOS ;0;SPC CENTRO ZONA OESTE;1202000;
PENHA DE FRANCA;2095;REGIAO 18 S.PAULO R;3635001;
JARDIM LAURA   ;2099;REGIAO 22 S.PAULO-V I;8142260;
PRESIDENTE DUTR;2091;GUARULHOS B;7173140;
jardim santo an;2077;SANTO ANDRE A;9132120;
JD GUARARA     ;2077;SANTO ANDRE A;9170510;
BANGU          ;2077;SANTO ANDRE A;9280630;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132420;
JARDIM CAGUASSU;2069;REGIAO 16 S.PAULO P;3906060;
VALE DOS MACHAD;2090;GUARULHOS A;7082650;
JARDIM FIGUEIRA;2014;REGIAO 10 S.PAULO J;4914090;
VILA GILDA     ;2077;SANTO ANDRE A;9190000;
CIDADE SOBERANA;2091;GUARULHOS B;7161150;
CONJUNTO CITY J;2036;REGIAO 21 S.PAULO U;2998240;
CJ HAB PQ VALO ;2053;REGIAO 10 S.PAULO J (3);5886610;
JARDIM LEBLON  ;2076;SUZANO;8655172;
VILA EMILIO    ;2078;MAUA;9320040;
JARDIM LAJEADO ;2073;REGIAO 22 S.PAULO V;8441230;
PARQUE SAO LUCA;2069;REGIAO 16 S.PAULO P;3239000;
CIDADE TIRADENT;2073;REGIAO 22 S.PAULO V;8471740;
VILA CAMPANELA ;2071;REGIAO 22 S.PAULO V;8220310;
JARDIM SAPOPEMB;2069;REGIAO 16 S.PAULO P;3929100;
VILA PRINCESA I;2073;REGIAO 22 S.PAULO V;8410460;
JD SANTO ANDRE ;2077;SANTO ANDRE A;9132560;
PARADA XV DE NO;2071;REGIAO 22 S.PAULO V;8245500;
VILA MINERVA   ;2073;REGIAO 22 S.PAULO V;8441370;
PARQUE PIRATINI;2094;ITAQUAQUECETUBA;8583685;
JARDIM ALTOS DE;2094;ITAQUAQUECETUBA;8598392;
JD INDUSTRIAL  ;2013;EMBU GUACU;6900000;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2813115;
JARDIM MYRNA   ;2054;REGIAO 9 SAO PAULO I (2) - B;4856160;
VILA GUARANI   ;2062;REGIAO 6 SAO PAULO F;4312111;
SITIO PAECARA  ;264;GUARUJA;11460512;
JARDIM BRASIL  ;267;PERUIBE;11750000;
VILA NOVA CURUC;2098;REGIAO 22 S.PAULO V;8031040;
SANTA LUCIA    ;2218;LAVINIA;16850000;
JARDIM DO EDEN ;0;FRANCA;14402070;
NOVA MIRIM     ;266;PRAIA GRANDE;11717237;
PARQUE SAO VICE;268;SAO VICENTE;11365100;
CIDADE NAUTICA ;268;SAO VICENTE;11350190;
ENG CARLOS DE L;0;RIBEIRAO PRETO;14057445;
Nova Divinoland;683;DIVINOLANDIA;13780000;
JARDIM AMERICA ;0;SERTAOZINHO;14160290;
CENTRO         ;0;PARISI;15525000;
JARDIM ITAPURA ;2219;PRESIDENTE PRUDENTE;19042240;
DOM BERNARDO JO;0;RIBEIRAO PRETO;14057290;
CENTRO         ;0;IBITIUVA;14760000;
AMERICA        ;0;BARRETOS;14783199;
RESIDENCIAL BAL;0;FRANCA;14401275;
RESIDENCIAL CAM;0;ARARAQUARA;14805428;
VILA MAZZEI    ;2088;REGIAO 19 S.PAULO S;2310020;
RESIDENCIAL PAL;2094;ITAQUAQUECETUBA;8598650;
VILA AMALIA ZON;2023;REGIAO 20 S.PAULO T 2;2618010;
Jaragua        ;2036;REGIAO 21 S.PAULO U;2997200;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132150;
JARDIM DAS FLOR;2014;REGIAO 10 S.PAULO J;4904110;
JARDIM NOSSA SE;2094;ITAQUAQUECETUBA;8576510;
CENTRO         ;2090;GUARULHOS A;7095010;
JARDIM RIO NEGR;268;SAO VICENTE;11347420;
PARQUE SANTO AG;2091;GUARULHOS B;7140280;
RECANTO PARAISO;2030;REGIAO 23 S.PAULO X;5210060;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2814000;
PARQUE MIKAIL  ;2091;GUARULHOS B;7142580;
PARQUE MIKAIL  ;2091;GUARULHOS B;7142359;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132600;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132600;
JARDIM GUARARA ;2077;SANTO ANDRE A;9170750;
TUPIRY         ;266;PRAIA GRANDE;11719130;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2813020;
JARDIM PONTE AL;2091;GUARULHOS B;7179090;
CENTRO         ;213;BOM JESUS DO PERDOES;12955000;
JARDIM VITORIA ;0;S.JOSE DO RIO PRETO;15075220;
VILA SANTO ANTO;2231;BAURU;17013035;
RESIDENCIAL PQ ;0;RIBEIRAO PRETO;14094240;
VILA IZABEL    ;2092;GUARULHOS C;7241440;
VILA SILVEIRA  ;2090;GUARULHOS A;7093010;
MOGI MODERNO   ;2096;MOGI DAS CRUZES;8717380;
UNIAO DE VILA N;2098;REGIAO 22 S.PAULO V;8072255;
PARQUE TAIPAS  ;2036;REGIAO 21 S.PAULO U - RISCO;2986080;
PARQUE NACOES U;2036;REGIAO 21 S.PAULO U;2996210;
SENHORINHAS    ;2017;JUQUITIBA;6950000;
BOSQUE DA SAUDE;2060;REGIAO 4 SAO PAULO D;4127080;
CENTRO         ;268;SAO VICENTE;11320030;
VILA LOURDES   ;2073;REGIAO 22 S.PAULO V;8452340;
CECAP II       ;0;VOTUPORANGA;15502025;
CONJUNTO CITY J;2036;REGIAO 21 S.PAULO U;2998140;
CENTRO         ;0;GENERAL SALGADO;15300000;
CJ RES VALE DOS;262;SAO JOSE DOS CAMPOS;12242400;
JARDIM TAIPAS  ;2036;REGIAO 21 S.PAULO U;2990020;
CONJUNTO CITY J;2036;REGIAO 21 S.PAULO U;2998200;
CIDADE SAO MATE;2069;REGIAO 16 S.PAULO P;3962055;
CENTRO         ;268;SAO VICENTE;11310090;
BALNEARIO CARAG;267;PERUIBE;11782506;
JARDIM DONARIA ;2036;REGIAO 21 S.PAULO U;2990335;
JARDIM SAO JOAO;2036;REGIAO 21 S.PAULO U;2995000;
PARQUE NACOES U;2036;REGIAO 21 S.PAULO U;2996010;
JARDIM NORDESTE;2095;REGIAO 18 S.PAULO R;3691180;
PARQUE SAO MIGU;2092;GUARULHOS C;7260070;
JARDIM ARAPONGA;2092;GUARULHOS C;7210140;
VL STA MARGARID;2074;FERRAZ VASCONCELLOS;8543220;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
JARDIM ANGELA M;2028;CARAPICUIBA;6386010;
PLANALTO       ;2081;SAO BERNARDO DO CAMP II;9895005;
RESIDENCIAL JEQ;0;RIBEIRAO PRETO;14098331;
RESIDENCIAL CID;0;S.JOSE DO RIO PRETO;15081080;
IPANEMA        ;2216;ARACATUBA;16052040;
FAZENDA ITAIM  ;2099;REGIAO 22 S.PAULO-V I;8132420;
VILA GUARANI   ;2077;SANTO ANDRE A;9110620;
BOA VISTA      ;2080;SAO CAETANO DO SUL;9572015;
JARDINS RECANTO;2073;REGIAO 22 S.PAULO V;8460522;
PARQUE PALMEIRA;2076;SUZANO;8630585;
VILA EMA       ;268;SAO VICENTE;11345300;
ITAOCA         ;267;MONGAGUA;11730000;
SAO MIGUEL PAUL;2098;REGIAO 22 S.PAULO V;8010290;
REPUBLICA      ;2015;REGIAO 1 SAO PAULO A (2);1043000;
JARDIM DA RAINH;2032;ITAPEVI;6656440;
CJ HB TEOTONIO ;2069;REGIAO 16 S.PAULO P;3928140;
JARDIM RODOLFO ;2065;REGIAO 24 S.PAULO Y;8311360;
JARDIM SANTO ON;2020;TABOAO DA SERRA;6785110;
JARDIM NOVO REC;2020;TABOAO DA SERRA;6784540;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132190;
RUDGE RAMOS    ;2081;SAO BERNARDO DO CAMP I;9631040;
JARDIM MARIA CA;252;CACAPAVA;12284140;
SANTO AGOSTINHO;0;FRANCA;14401371;
PARQUE SAO JORG;2292;MARILIA;17520300;
BELA VISTA     ;0;PIRANGI;15820000;
JD EUROPA      ;213;SAO JOAO BOA VISTA;13872762;
JARDIM GUARARA;2077;SANTO ANDRE A;9170780;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132150;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132540;
CENTRO         ;213;SAO JOAO BOA VISTA;13870220;
SAO PEDRO;2022;OSASCO I;6172220;
VILA NHOCUNE   ;2068;REGIAO 17 S.PAULO Q;3560080;
JARDIM ANGELA  ;2069;REGIAO 16 S.PAULO P;3220300;
CJ RESIDENCIAL ;2030;REGIAO 23 S.PAULO X;5268120;
PARQUE RESIDENC;2076;SUZANO;8663480;
PARQUE RESIDENC;2076;SUZANO;8663480;
VILA GRANADA   ;2095;REGIAO 18 S.PAULO R;3623010;
PIQUERI        ;2036;REGIAO 21 S.PAULO U;2912000;
ROSEIRA VELHA  ;257;ROSEIRA;12582142;
SITIO CONCEICAO;264;GUARUJA;11472150;
TUPIRY         ;266;PRAIA GRANDE;11719130;
PARQUE ANHANGUE;0;RIBEIRAO PRETO;14095500;
JARDIM HUMAITA ;2039;REGIAO 13 S.PAULO M;5307170;
MORRINHOS      ;264;GUARUJA;11495171;
BOUGAINVILLE RE;267;PERUIBE;11773274;
SITIO CONCEICAO;264;GUARUJA;11472150;
JARDIM PRIMAVER;264;GUARUJA;11432280;
SITIO PAECARA  ;264;GUARUJA;11460001;
VILA MATHIAS   ;265;SANTOS;11075220;
JARDIM SYDNEY  ;2036;REGIAO 21 S.PAULO U;2981050;
JARDIM CELINA  ;213;ARARAS;13606020;
PARQUE DO AGRES;2021;VARGEM GDE PAULISTA;6741656;
JD PROGRESSO   ;2035;FRANCO DA ROCHA;7853030;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1312001;
JARDIM GOPOUVA ;2090;GUARULHOS A;7092015;
CONJUNTO CITY J;2036;REGIAO 21 S.PAULO U;2998200;
JARDIM SANTO EL;2037;REGIAO 21 S.PAULO U;5135370;
Tanque Preto   ;213;NAZARE PAULISTA;12960000;
JARDIM ESPERANC;2032;BARUERI;6413060;
JARDIM SANTO AN;2235;PIRATININGA;17498380;
JARDIM PORANGAB;210;AGUAS DE SAO PEDRO;13529046;
JARDIM AMERICA ;0;SERTAOZINHO;14160290;
JARDIM MARILU  ;2036;REGIAO 21 S.PAULO U;2989080;
VILA SOROCABANA;267;PEDRO TOLEDO;11790000;
NUC RES OSVALDO;0;STA CRUZ RIO PARDO;18915572;
CENTRO         ;0;RIBEIRAO PRETO;14010080;
VL MARIANA     ;0;RIBEIRAO PRETO;14075210;
COND RES PQ DA ;0;S.JOSE DO RIO PRETO;15056710;
PARQUE SANTOS D;2091;GUARULHOS B;7152310;
VILA URSULINA  ;2094;ITAQUAQUECETUBA;8574020;
JARDIM NOSSA SE;2094;ITAQUAQUECETUBA;8577850;
JARDIM SAO VICE;2018;EMBU;6826270;
JARDIM PORTAL D;213;ARARAS;13606482;
JARDIM COTINHA ;2095;REGIAO 18 S.PAULO R;3886040;
JARDIM ANGELA  ;2018;EMBU;6824035;
VILA DIRCE     ;209;SERRA NEGRA;13930000;
JD ALBUQUERQUE ;261;GUARAREMA;12380000;
PARQUE SAO VICE;268;SAO VICENTE;11365100;
NUC HAB IVONE A;2217;BIRIGUI;16203186;
JARDIM FLORIDA ;213;LEME;13615572;
CAMPOS ELISEOS ;0;RIBEIRAO PRETO;14080280;
JARDIM AEROPORT;2096;MOGI DAS CRUZES;8761430;
CENTRO         ;2235;IACANGA;17180007;
PARADA INGLESA ;2088;REGIAO 19 S.PAULO S;2242010;
PARQUE SAO PAUL;2013;EMBU GUACU;6928800;
JARDIM SANTO AN;2077;SANTO ANDRE A;9132690;
PARQUE MORUMBI ;2096;MOGI DAS CRUZES;8726045;
JARDIM ANGELICA;2092;GUARULHOS C;7260410;
VILA PICININ   ;2036;REGIAO 21 S.PAULO U;2930005;
VILA JARAGUA   ;2037;REGIAO 21 S.PAULO U;5163220;
JARDIM MARILU  ;2036;REGIAO 21 S.PAULO U;2989090;
MRO PENHA      ;265;SANTOS;11081255;
VILA AREAO     ;259;TAUBATE;12061100;
JARDIM MARIANA ;0;IBATE;14815000;
JARDIM GUAIRACA;2069;REGIAO 16 S.PAULO P;3244070;
JARDIM SAO CARL;0;BEBEDOURO;14702224;
PORTAL DA PRIMA;2019;COTIA;6716623;
IPIRANGA       ;261;GUARAREMA;8900000;
COCUERA        ;2096;MOGI DAS CRUZES;8880150;
BAL CIDADE ATLA;264;GUARUJA;11441740;
CONJUNTO RESIDE;2292;OURINHOS;19911425;
JARDIM INDEPEND;259;TAUBATE;12031740;
VILA ZILDA     ;264;GUARUJA;11436330;
ESTUFA II      ;260;UBATUBA;11689366;
JARDIM ORIENTAL;2062;REGIAO 6 SAO PAULO F;4347000;
CIDADE DUTRA   ;2054;REGIAO 9 SAO PAULO I (2) - C;4810150;
VILA ZILDA     ;264;GUARUJA;11436210;
VILA ARCADIA   ;2036;REGIAO 21 S.PAULO U;2910000;
JARDIM ESTER   ;2039;REGIAO 13 S.PAULO M;5373030;
JARDIM SAO LUIS;2088;REGIAO 19 S.PAULO S;2282055;
CENTRO         ;2221;INDIANA;19560000;
JARDIM PANTANAL;2099;REGIAO 22 S.PAULO-V I;8180680;
VILA BELA      ;2065;REGIAO 24 S.PAULO Y;8340425;
VILA RE        ;2095;REGIAO 18 S.PAULO R;3656040;
VILA SANTA CLAR;2066;REGIAO 14 S.PAULO N;3161060;
JARDIM SANTA TE;2091;GUARULHOS B;7160630;
JARDIM SANTA PA;2091;GUARULHOS B;7179296;
VILA SAO PAULO ;2090;GUARULHOS A;7094080;
JARDIM VALPARAI;2094;ITAQUAQUECETUBA;8577805;
LAPA DE BAIXO  ;2038;REGIAO 11 S.PAULO K;5065010;
JARDIM ARACY   ;2078;MAUA;9350240;
VILA MARIANA   ;2010;REGIAO 5 SAO PAULO E;4011060;
PARQUE COCAIA  ;2054;REGIAO 9 SAO PAULO I (2) - B;4850040;
IPIRANGA       ;2061;REGIAO 4 SAO PAULO D;4218000;
SANTA MARIA    ;2077;SANTO ANDRE A;9071310;
VILA SONIA     ;236;RECHAN;18208820;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1327000;
JARDIM DAMASCEN;2036;REGIAO 21 S.PAULO U - RISCO;2879050;
PARQUE BELEM   ;2036;REGIAO 21 S.PAULO U - RISCO;2850160;
SITIO MORRO GRA;2036;REGIAO 21 S.PAULO U - RISCO;2810000;
VILA RICA      ;2036;REGIAO 21 S.PAULO U;2861080;
JARDIM ITAQUITI;2032;BARUERI;6422040;
ASSUNCAO       ;2081;SAO BERNARDO DO CAMP II;9850900;
VILA NOVA      ;263;CUBATAO;11520060;
Vila noel      ;263;CUBATAO;11538990;
JARDIM SANTA IN;262;SAO JOSE DOS CAMPOS;12248517;
CENTRO         ;258;PINDAMONHANGABA - A;12400240;
JARDIM PRIMAVER;261;JACAREI;12306460;
JARDIM ORIENTE ;262;SAO JOSE DOS CAMPOS;12236080;
VILA COSTA     ;259;TAUBATE;12050140;
OLARIA         ;2204;LORENA;12607020;
VL APARECIDA   ;259;TAUBATE;12052060;
PARQUE PRAINHA ;268;SAO VICENTE;11325010;
ESPLANADA DOS B;268;SAO VICENTE;11340230;
ESPLANADA DOS B;268;SAO VICENTE;11340010;
VILA ALICE     ;264;GUARUJA;11450180;
PARQUE ESTUARIO;264;GUARUJA;11451010;
CANTO DO FORTE ;266;PRAIA GRANDE;11700170;
JARDIM BELVEDER;213;ARARAS;13601152;
CENTRO         ;0;CRAVINHOS;14140000;
JARDIM CALIFORN;0;MORRO AGUDO;14640047;
PIMENTA        ;0;BARRETOS;14781324;
JARDIM JAPAO   ;2088;REGIAO 19 S.PAULO S;2135002;
VILA BELA FLOR ;2096;MOGI DAS CRUZES;8745250;
